UniversalName,SppName_ICTV_MSL2018b,Reservoir,Vector.borne,Vector,Reference_Reservoir,Reference_Vector
Porcine rubulavirus,Porcine orthorubulavirus,Artiodactyl,0,NA,Babayan2018,NA
Porcine torovirus,Porcine torovirus,Artiodactyl,0,NA,Babayan2018,NA
Porcine type-C oncovirus,Porcine type-C oncovirus,Artiodactyl,0,NA,Yudin2011,NA
Possum atadenovirus A,Possum atadenovirus A,Diprotodontia,0,NA,Knipe2013,NA
Potamipivirus A,NA,Fish,NA,NA,NA,NA
Potato yellow dwarf nucleorhabdovirus,Potato yellow dwarf nucleorhabdovirus,Plant,1,leafhopper,Babayan2018,Babayan2018
Powassan virus,Powassan virus,Rodent,1,tick,Babayan2018,Babayan2018
Primate erythroparvovirus 1,Primate erythroparvovirus 1,Human,0,NA,Heegaard2002,NA
Primate erythroparvovirus 2,Primate erythroparvovirus 2,NonHumanPrimate,0,NA,Brown1997a,NA
Primate erythroparvovirus 3,Primate erythroparvovirus 3,NonHumanPrimate,0,NA,Brown1997a,NA
Primate erythroparvovirus 4,Primate erythroparvovirus 4,NonHumanPrimate,0,NA,Brown1997a,NA
Primate T-lymphotropic virus 1,Primate T-lymphotropic virus 1,Human,0,NA,Verdonck2007,NA
Primate T-lymphotropic virus 1,Primate T-lymphotropic virus 1,NonHumanPrimate,0,NA,Verdonck2007,NA
Primate T-lymphotropic virus 2,Primate T-lymphotropic virus 2,Human,0,NA,Verdonck2007,NA
Primate T-lymphotropic virus 2,Primate T-lymphotropic virus 2,NonHumanPrimate,0,NA,Verdonck2007,NA
Primate T-lymphotropic virus 3,Primate T-lymphotropic virus 3,Human,0,NA,Verdonck2007,NA
Primate T-lymphotropic virus 3,Primate T-lymphotropic virus 3,NonHumanPrimate,0,NA,Sintasath2009,NA
Pronghorn antelope pestivirus,Pestivirus E,Artiodactyl,0,NA,Babayan2018,NA
Prospect Hill orthohantavirus,Prospect Hill orthohantavirus,Rodent,0,NA,Shapshak2015,NA
Pseudocowpox virus,Pseudocowpox virus,Artiodactyl,0,NA,Knipe2013,NA
Psittaciform 1 bornavirus,NA,Psittaciformes,0,NA,rubbenstroth2016,NA
Psittaciform 2 bornavirus,NA,Orphan,0,NA,marton2015,NA
Puerto Almendras almendravirus,Puerto Almendras almendravirus,Orphan,1,mosquito,Babayan2018,Babayan2018
Puma lentivirus,Puma lentivirus,Carnivore,0,NA,Knipe2013,NA
Punta Toro phlebovirus,Punta Toro phlebovirus,Orphan,1,sandfly,Alkan2013; Ergunay2017,Contigiani2017
Puumala orthohantavirus,Puumala orthohantavirus,Rodent,0,NA,Babayan2018,NA
Qalyub orthonairovirus,Qalyub orthonairovirus,Rodent,1,tick,Miller1985,Miller1985
Qinghai Himalayan marmot astrovirus 1,NA,Rodent,0,NA,Babayan2018,NA
Qinghai Himalayan marmot astrovirus 2,NA,Rodent,0,NA,Babayan2018,NA
Quang Binh virus,NA,Insect,0,mosquito,Babayan2018,Babayan2018
Quaranfil virus,Quaranfil quaranjavirus,NA,1,tick,Hoogstraal1981,Pisano2010
Quezon orthohantavirus,NA,Orphan,0,NA,arai2016,NA
Rabbit astrovirus TN/2208/2010,NA,Lagomorph,0,NA,Babayan2018,NA
Rabbit coronavirus HKU14,NA,Lagomorph,0,NA,Babayan2018,NA
Rabbit fibroma virus,Rabbit fibroma virus,Lagomorph,0,NA,Knipe2013,NA
Rabbit hemorrhagic disease virus,Rabbit hemorrhagic disease virus,Lagomorph,0,NA,Babayan2018,NA
Rabbit kidney vacuolating virus,NA,NA,NA,NA,NA,NA
Rabbit picobirnavirus,NA,Orphan,0,NA,krishnamurthy2018,NA
Rabbit vesivirus,NA,Lagomorph,0,NA,Babayan2018,NA
Rabies lyssavirus,Rabies lyssavirus,Carnivore,0,NA,Babayan2018,NA
Rabies lyssavirus,Rabies lyssavirus,Vespbat,0,NA,Rupprecht2002,NA
Rabovirus A,NA,Rodent,0,NA,ng2015,NA
Raccoonpox virus,Raccoonpox virus,Carnivore,0,NA,Knipe2013,NA
Radi vesiculovirus,NA,NA,NA,NA,NA,NA
Rat arterivirus 1,NA,Orphan,NA,NA,wu2018,NA
Reptile sunshinevirus 1,Reptile sunshinevirus 1,Reptile,0,NA,Babayan2018,NA
Reptilian ferlavirus,Reptilian ferlavirus,Reptile,0,NA,Babayan2018,NA
Reptilian orthoreovirus,NA,Reptile,NA,NA,NA,NA
Reston ebolavirus,Reston ebolavirus,Orphan,0,NA,Babayan2018,NA
Reticuloendotheliosis virus,NA,Galliformes,0,NA,pattison2007,NA
Rhinolophus bat coronavirus HKU2,Rhinolophus bat coronavirus HKU2,Pterobat,0,NA,Babayan2018,NA
Rhinovirus A,Rhinovirus A,Human,0,NA,Knipe2013,NA
Rhinovirus B,Rhinovirus B,Human,0,NA,Knipe2013,NA
Rhinovirus C,Rhinovirus C,Human,0,NA,Knipe2013,NA
Rice black streaked dwarf virus,NA,Plant,NA,NA,NA,NA
Rice dwarf virus,NA,Plant,NA,NA,NA,NA
Rice gall dwarf virus,NA,Plant,NA,NA,NA,NA
Rice grassy stunt tenuivirus,NA,Plant,NA,NA,NA,NA
Rice hoja blanca tenuivirus,NA,Plant,NA,NA,NA,NA
Rice ragged stunt virus,NA,Plant,NA,NA,NA,NA
Rice stripe tenuivirus,NA,Plant,NA,NA,NA,NA
Rice yellow stunt nucleorhabdovirus,Rice yellow stunt nucleorhabdovirus,Plant,1,leafhopper,Babayan2018,Babayan2018
Rift Valley fever phlebovirus,Rift Valley fever phlebovirus,Artiodactyl,1,mosquito,Babayan2018,Babayan2018
Rinderpest morbillivirus,Rinderpest morbillivirus,Artiodactyl,0,NA,Babayan2018,NA
Rio Bravo virus,Rio Bravo virus,Vespbat,0,NA,Babayan2018,NA
Rio Chico almendravirus,NA,Orphan,?,unknown,contreras2017,NA
Rio Negro virus,Rio Negro virus,Rodent,1,mosquito,Pisano2010,Pisano2010
Rio Segundo virus,NA,Orphan,0,NA,hjelle1995,NA
Rochambeau curiovirus,NA,NA,NA,NA,NA,NA
Rockport orthohantavirus,NA,Orphan,NA,NA,kang2011,NA
Rodent erythroparvovirus 1,Rodent erythroparvovirus 1,Orphan,0,NA,Yoo1999,NA
Rodent hepacivirus,NA,Rodent,0,NA,Babayan2018,NA
Rodent pegivirus,NA,Rodent,0,NA,Babayan2018,NA
Rodent protoparvovirus 1,Rodent protoparvovirus 1,Rodent,0,NA,"Cotmore2014, Becker2007",NA
Rodent protoparvovirus 2,Rodent protoparvovirus 2,Rodent,0,NA,ballgoodrich1998,NA
Rosavirus A,NA,Orphan,NA,NA,lim2014,NA
Ross River virus,Ross River virus,Artiodactyl,1,mosquito,Babayan2018,Babayan2018
Ross River virus,Ross River virus,Diprotodontia,1,mosquito,Babayan2018,Babayan2018
Rotavirus A,Rotavirus A,Artiodactyl,0,NA,Holmes1983; Martella2010,NA
Rotavirus A,Rotavirus A,Galliformes,0,NA,Holmes1983; Dhama2015; Martella2010,NA
Rotavirus A,Rotavirus A,Human,0,NA,Knipe2013,NA
Rotavirus A,Rotavirus A,NonHumanPrimate,0,NA,Knipe2013,NA
Rotavirus B,Rotavirus B,Artiodactyl,0,NA,Holmes1983; Brown1987; vlasova2017,NA
Rotavirus B,Rotavirus B,Human,0,NA,Holmes1983; Sen2001,NA
Rotavirus C,Rotavirus C,Artiodactyl,0,NA,Holmes1983; Tsunemitsu1992; Rahman2005; vlasova2017,NA
Rotavirus C,Rotavirus C,Human,0,NA,Holmes1983; Rahman2005,NA
Rotavirus D,NA,Galliformes,0,NA,pattison2007,NA
Rotavirus E,Rotavirus E,NA,0,NA,Martella2010,NA
Rotavirus F,NA,Galliformes,0,NA,dhama2015,NA
Rotavirus G,NA,Galliformes,0,NA,dhama2015,NA
Rotavirus H,Rotavirus H,Orphan,0,NA,﻿yinda2018; marthaler2014,NA
Rotavirus I,NA,Orphan,0,NA,phan2017,NA
Rous sarcoma virus,NA,NONE,NA,NA,Knipe2013,NA
Rousettus bat coronavirus HKU9,Rousettus bat coronavirus HKU9,Pterobat,0,NA,Babayan2018,NA
Royal Farm virus,Royal Farm virus,Orphan,1,tick,Babayan2018,Babayan2018
Rubella virus,Rubella virus,Human,0,NA,Knipe2013,NA
Sabiá mammarenavirus,Brazilian mammarenavirus,Rodent,0,NA,Babayan2018,NA
Saboya virus,Saboya virus,NA,1,mosquito,NA,Vasilakis2016
Saguinine gammaherpesvirus 1,Saguinine gammaherpesvirus 1,NonHumanPrimate,0,NA,Wachtman2012,NA
Saimiriine alphaherpesvirus 1,Saimiriine alphaherpesvirus 1,NonHumanPrimate,0,NA,Wachtman2012,NA
Saimiriine gammaherpesvirus 2,Saimiriine gammaherpesvirus 2,NonHumanPrimate,0,NA,Wachtman2012,NA
Sakhalin orthonairovirus,NA,Charadriiformes,1,tick,lvov2015,Knipe2013
Sakobuvirus A,Sakobuvirus A,Carnivore,0,NA,Babayan2018,NA
Sal Vieja virus,Sal Vieja virus,Rodent,0,NA,Blitvich2017,Blitvich2017
Salehabad phlebovirus,Salehabad phlebovirus,Orphan,1,sandfly,Ergunay2017,Elliott2014
Salem virus,NA,Perissodactyla,0,NA,Babayan2018,NA
Salivirus A,Salivirus A,Human,0,NA,Knipe2013,NA
Salmon aquaparamyxovirus,Salmon aquaparamyxovirus,Fish,0,NA,Babayan2018,NA
Salmon pancreas disease virus,Salmon pancreas disease virus,Fish,1,louse,Babayan2018,Babayan2018
Salmonid novirhabdovirus,Salmonid novirhabdovirus,Fish,0,NA,Babayan2018,NA
San Miguel sea lion virus 8,NA,Carnivore,0,NA,Babayan2018,NA
San Perlita virus,San Perlita virus,Rodent,0,NA,Blitvich2017,Blitvich2017
Sandfly fever Naples phlebovirus,Sandfly fever Naples phlebovirus,Orphan,1,sandfly,Babayan2018,Babayan2018
Sandfly fever Sicilian virus,NA,Human,1,sandfly,Woyessa2014,Babayan2018
Sangassou orthohantavirus,Sangassou orthohantavirus,Orphan,0,NA,klempa2006,NA
Sapelovirus A,Sapelovirus A,Artiodactyl,0,NA,Son2014,NA
Sapelovirus B,NA,NonHumanPrimate,0,NA,oberste2003,NA
Sapporo virus,Sapporo virus,Artiodactyl,0,NA,Babayan2018,NA
Sapporo virus,Sapporo virus,Human,0,NA,Knipe2013,NA
Saumarez Reef virus,NA,Orphan,1,tick,dobler2010,Labuda2004
Scophthalmus maximus rhabdovirus,NA,Fish,0,NA,Babayan2018,NA
Scotophilus bat coronavirus 512,Scotophilus bat coronavirus 512,Vespbat,0,NA,Babayan2018,NA
Sea trout perhabdovirus,NA,Fish,NA,NA,NA,NA
Seal parapoxvirus,NA,Carnivore,0,NA,Knipe2013,NA
Semliki Forest virus,Semliki Forest virus,Orphan,1,mosquito,schlesinge2012,Babayan2018
Sena Madureira sripuvirus,NA,Reptile,NA,NA,NA,NA
Senecavirus A,NA,Artiodactyl,0,NA,hause2016,NA
Seoul orthohantavirus,Seoul orthohantavirus,Rodent,0,NA,Babayan2018,NA
Sepik virus,Sepik virus,Artiodactyl,1,mosquito,Babayan2018,Babayan2018
Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome-related coronavirus,Pterobat,0,NA,Babayan2018,NA
SFTS phlebovirus,Huaiyangshan banyangvirus,Orphan,1,tick,Babayan2018,Babayan2018
Shamonda orthobunyavirus,Schmallenberg orthobunyavirus,Artiodactyl,1,midge,Yanase2005,Shapshak2015
Sheeppox virus,Sheeppox virus,Artiodactyl,0,NA,Shapshak2015,NA
Shimoni bat lyssavirus,Shimoni bat lyssavirus,Pterobat,0,NA,Babayan2018,NA
Shuangao insect herbevirus 1,NA,Insect,NA,NA,NA,NA
Shuni orthobunyavirus,Shuni orthobunyavirus,Artiodactyl,1,midge,DeRegge2017,DeRegge2017
Sicinivirus A,Sicinivirus A,Galliformes,0,NA,bullman2014,NA
Simbu orthobunyavirus,Simbu orthobunyavirus,NA,NA,NA,NA,NA
Simian foamy virus,Western chimpanzee simian foamy virus,NonHumanPrimate,0,NA,Wachtman2012,NA
Simian hemorrhagic encephalitis virus,NA,Orphan,0,NA,kuhn2016,NA
Simian hemorrhagic fever virus,Deltaarterivirus hemfev,NonHumanPrimate,0,NA,Wachtman2012,NA
Simian immunodeficiency virus,Simian immunodeficiency virus,NonHumanPrimate,0,NA,Knipe2013,NA
Simian rubulavirus,Simian orthorubulavirus,Orphan,0,NA,Knipe2013,NA
Simian virus 12,NA,NA,NA,NA,NA,NA
Sin Nombre orthohantavirus,Sin Nombre orthohantavirus,Rodent,0,NA,Babayan2018,NA
Sindbis virus,Sindbis virus,Orphan,1,mosquito,Babayan2018,Babayan2018
Siniperca chuatsi rhabdovirus,NA,Fish,0,NA,Babayan2018,NA
Skinner Tank virus,NA,Rodent,0,NA,Babayan2018,NA
Small ruminant morbillivirus,Small ruminant morbillivirus,Artiodactyl,0,NA,Babayan2018,NA
Snakehead novirhabdovirus,Snakehead novirhabdovirus,Fish,0,NA,Babayan2018,NA
Snyder-Theilen feline sarcoma virus,NA,NONE,NA,NA,Knipe2013,NA
Sokoluk virus,NA,Vespbat,?,unknown,Babayan2018,Babayan2018
Solwezi mammarenavirus,NA,NA,NA,NA,NA,NA
Sonchus cytorhabdovirus 1,NA,Plant,NA,NA,NA,NA
Sonchus yellow net nucleorhabdovirus,Sonchus yellow net nucleorhabdovirus,Plant,1,aphid,Babayan2018,Babayan2018
Sosuga rubulavirus,Sosuga pararubulavirus,Pterobat,0,NA,Babayan2018,NA
Southern elephant seal virus,Southern elephant seal virus,Carnivore,1,louse,Babayan2018,Babayan2018
Southern rice black-streaked dwarf virus,NA,Plant,NA,NA,NA,NA
Sowthistle yellow vein nucleorhabdovirus,NA,Plant,NA,NA,NA,NA
Spanish goat encephalitis virus,NA,Orphan,1,tick,Babayan2018,Babayan2018
Sparrow coronavirus HKU17,NA,Orphan,0,NA,woo2012,NA
Spodoptera frugiperda rhabdovirus,NA,Insect,0,lepidoptera,Babayan2018,Babayan2018
Spondweni virus,NA,Orphan,1,mosquito,Babayan2018,Babayan2018
Squirrel fibroma virus,Squirrel fibroma virus,Rodent,0,NA,Knipe2013,NA
Squirrel monkey retrovirus,Squirrel monkey retrovirus,NonHumanPrimate,0,NA,Wachtman2012,NA
Squirrelpox virus,Squirrelpox virus,Rodent,0,NA,Knipe2013,NA
Sripur sripuvirus,NA,Reptile,NA,NA,NA,NA
St Croix River virus,NA,Insect,1,tick,bellsakyi2013,bellsakyi2013
St-Valerien swine virus,NA,Artiodactyl,0,NA,Babayan2018,NA
St. Louis encephalitis virus,Saint Louis encephalitis virus,Passeriformes,1,mosquito,reisen2003,Babayan2018
Steller sea lion vesivirus,NA,Carnivore,0,NA,Babayan2018,NA
Strawberry crinkle cytorhabdovirus,NA,Plant,NA,NA,NA,NA
Sudan ebolavirus,Sudan ebolavirus,Orphan,0,NA,Babayan2018,NA
Suid alphaherpesvirus 1,Suid alphaherpesvirus 1,Artiodactyl,0,NA,Knipe2013,NA
Sunguru virus,NA,Orphan,0,NA,ledermann2014,NA
Sweetwater Branch tibrovirus,NA,NA,NA,NA,NA,NA
Swinepox virus,Swinepox virus,Artiodactyl,0,NA,Knipe2013,NA
Tacaiuma orthobunyavirus,Tacaiuma orthobunyavirus,NA,1,mosquito,NA,Shapshak2015
Tacaribe mammarenavirus,Tacaribe mammarenavirus,Rodent,0,NA,Babayan2018,NA
Tacaribe mammarenavirus,Tacaribe mammarenavirus,Vespbat,0,NA,Babayan2018,NA
Taï Forest ebolavirus,Tai Forest ebolavirus,Orphan,0,NA,Babayan2018,NA
Tai herbevirus,NA,Insect,NA,NA,NA,NA
Tailam virus,NA,Rodent,0,NA,Babayan2018,NA
Tamana bat virus,NA,Vespbat,0,NA,Babayan2018,NA
Tamdy virus,NA,Orphan,1,tick,lvov2015a,lvov2015a
Tamiami mammarenavirus,Tamiami mammarenavirus,Rodent,0,NA,Babayan2018,NA
Tanapox virus,Tanapox virus,NonHumanPrimate,?,unknown,Monroe2014,Downie1973
Taro vein chlorosis nucleorhabdovirus,Taro vein chlorosis nucleorhabdovirus,Plant,1,unknown,Babayan2018,Babayan2018
Tataguine virus,NA,NA,1,mosquito,NA,tchetgna2019
Taterapox virus,Taterapox virus,Rodent,0,NA,Knipe2013,NA
Tellina virus,NA,Bivalve,NA,NA,NA,NA
Tembusu virus,Tembusu virus,Orphan,1,mosquito,Babayan2018,Babayan2018
Teschovirus A,Teschovirus A,Artiodactyl,0,NA,canogomez2016,NA
Tete orthobunyavirus,NA,Passeriformes,1,tick,hubalek2012,hubalek2012
Teviot rubulavirus,NA,Orphan,0,NA,johnson2019,NA
Thailand orthohantavirus,Thailand orthohantavirus,Rodent,0,NA,Shapshak2015,NA
Thiafora orthonairovirus,Thiafora orthonairovirus,NA,?,unknown,NA,Knipe2013
Thimiri orthobunyavirus,NA,NA,?,unknown,NA,Knipe2013
Thogoto virus,Thogoto thogotovirus,Orphan,1,tick,Yoshii2015,Vasilakis2016
Thottapalayam orthohantavirus,Thottopalayam thottimvirus,Soricomorph,0,NA,Babayan2018,NA
Tibrogargan tibrovirus,Tibrogargan tibrovirus,Artiodactyl,1,midge,Babayan2018,Babayan2018
Tick-borne encephalitis virus,Tick-borne encephalitis virus,Rodent,1,tick,Babayan2018,Babayan2018
Timboteua orthobunyavirus,NA,NA,1,mosquito,NA,Knipe2013
Tioman rubulavirus,Tioman pararubulavirus,Pterobat,0,NA,Babayan2018,NA
Tomato chlorotic spot orthotospovirus,NA,Plant,NA,NA,NA,NA
Tomato spotted wilt orthotospovirus,Tomato spotted wilt tospovirus,Plant,1,thrip,Babayan2018,Babayan2018
Tomato zonate spot virus,NA,Plant,1,thrip,Babayan2018,Babayan2018
Tonate virus,Tonate virus,Passeriformes,1,bedbug,Monath1980,Monath1980
Torchivirus A,NA,Reptile,NA,NA,NA,NA
Trager duck spleen necrosis virus,NA,NA,NA,NA,NA,NA
Tree shrew mastadenovirus A,Tree shrew mastadenovirus A,Scandentia,0,NA,Knipe2013,NA
Tremovirus A,Tremovirus A,Galliformes,0,NA,﻿Knipe2013,NA
Trocara virus,NA,Orphan,1,mosquito,calampa2001,calampa2001
Trubanaman virus,NA,NA,1,mosquito,﻿Gauci2016,﻿Gauci2016
Tuhoko rubulavirus 1,Tuhoko pararubulavirus 1,Pterobat,0,NA,Babayan2018,NA
Tuhoko rubulavirus 2,Tuhoko pararubulavirus 2,Pterobat,0,NA,Babayan2018,NA
Tuhoko rubulavirus 3,Tuhoko pararubulavirus 3,Pterobat,0,NA,Babayan2018,NA
Tula orthohantavirus,Tula orthohantavirus,Rodent,0,NA,Babayan2018,NA
Tulane virus,NA,NonHumanPrimate,0,NA,Knipe2013,NA
Tupaia hepatovirus A,NA,Scandentia,0,NA,Babayan2018,NA
Tupaia paramyxovirus,NA,Scandentia,0,NA,Babayan2018,NA
Tupaia tupavirus,Tupaia tupavirus,Scandentia,0,NA,Babayan2018,NA
Tupaiid betaherpesvirus 1,Tupaiid betaherpesvirus 1,Scandentia,0,NA,Darai1984,NA
Turkey calicivirus,NA,Galliformes,0,NA,wolf2012,NA
Turlock orthobunyavirus,Turlock orthobunyavirus,Passeriformes,1,mosquito,Scott1983,Shapshak2015
Tylonycteris bat coronavirus HKU4,Tylonycteris bat coronavirus HKU4,Vespbat,0,NA,Babayan2018,NA
Tyuleniy virus,Tyuleniy virus,Charadriiformes,1,tick,nuttall1984,Babayan2018
Uganda S virus,Uganda S virus,Rodent,1,mosquito,Kemp1974,Vasilakis2016
Umatilla virus,NA,Orphan,1,mosquito,ejiri2014,Attoui2015
Una virus,Una virus,NonHumanPrimate,1,mosquito,Knipe2013,Babayan2018
Ungulate bocaparvovirus 1,Ungulate bocaparvovirus 1,Artiodactyl,0,NA,Sandals1995,NA
Ungulate protoparvovirus 1,Ungulate protoparvovirus 1,Artiodactyl,0,NA,ruizfons2008,NA
Upolu virus,NA,NA,1,tick,NA,Labuda2004
UR2 sarcoma virus,NA,NONE,0,NA,Knipe2013,NA
Urochloa hoja blanca tenuivirus,NA,Plant,NA,NA,NA,NA
Usutu virus,Usutu virus,MULTIPLE,1,mosquito,ashraf2015,Babayan2018
Uukuniemi phlebovirus,Uukuniemi phlebovirus,Orphan,1,tick,Babayan2018,Babayan2018
Vaccinia virus,Vaccinia virus,NONE,0,NA,Schrick2017,NA
Variola virus,Variola virus,Human,0,NA,Knipe2013,NA
Venezuelan equine encephalitis virus,Venezuelan equine encephalitis virus,Perissodactyla,1,mosquito,weaver2004,Babayan2018
Venezuelan equine encephalitis virus,Venezuelan equine encephalitis virus,Rodent,1,mosquito,weaver2004,Babayan2018
Vesicular exanthema of swine virus,Vesicular exanthema of swine virus,Artiodactyl,0,NA,Babayan2018,NA
Vesicular exanthema of swine virus,Vesicular exanthema of swine virus,Carnivore,0,NA,Babayan2018,NA
Vesicular exanthema of swine virus,Vesicular exanthema of swine virus,Reptile,0,NA,Babayan2018,NA
Vesivirus ferret badger/JX12/China/2012,NA,Carnivore,0,NA,Babayan2018,NA
Viper retrovirus,NA,Reptile,NA,NA,NA,NA
Visna/maedi virus,Visna-maedi virus,Artiodactyl,0,NA,Knipe2013,NA
Volepox virus,Volepox virus,Rodent,0,NA,Knipe2013,NA
Wad Medani virus,Wad Medani virus,NA,1,tick,NA,Mertens2015
Wallal virus,Wallal virus,Macropod,1,midge,Belaganahalli2014; Hooper1999,Belaganahalli2014; Hooper1999
Walleye dermal sarcoma virus,NA,Fish,NA,NA,NA,NA
Walleye epidermal hyperplasia virus 1,NA,Fish,NA,NA,NA,NA
Walleye epidermal hyperplasia virus 2,NA,Fish,NA,NA,NA,NA
Warrego virus,Warrego virus,Macropod,1,midge,Belaganahalli2014; Hooper1999,Belaganahalli2014; Hooper1999
Waterbird 1 bornavirus,NA,Anseriformes,NA,NA,rubbenstroth2016,NA
Watermelon bud necrosis orthotospovirus,NA,Plant,NA,NA,NA,NA
Watermelon silver mottle orthotospovirus,Watermelon silver mottle tospovirus,Plant,1,thrip,Babayan2018,Babayan2018
Wenzhou mammarenavirus,Wenzhou mammarenavirus,Rodent,0,NA,Babayan2018,NA
Wesselsbron virus,Wesselsbron virus,Orphan,1,mosquito,Babayan2018,Babayan2018
West Caucasian bat lyssavirus,West Caucasian bat lyssavirus,Vespbat,0,NA,Babayan2018,NA
West Nile virus,West Nile virus,Passeriformes,1,mosquito,Knipe2013,Babayan2018
Western equine encephalitis virus,Western equine encephalitis virus,Passeriformes,1,mosquito,Knipe2013,Knipe2013
Whataroa virus,Whataroa virus,Passeriformes,1,mosquito,miles1971,Babayan2018
Wheat American striate mosaic cytorhabdovirus,NA,Plant,NA,NA,NA,NA
White bream virus,White bream virus,Fish,0,NA,Babayan2018,NA
White-eye coronavirus HKU16,White-eye coronavirus HKU16,Orphan,0,NA,woo2012,NA
Whitewater Arroyo mammarenavirus,Whitewater Arroyo mammarenavirus,Rodent,0,NA,Babayan2018,NA
Wigeon coronavirus HKU20,Wigeon coronavirus HKU20,Orphan,0,NA,woo2012,NA
Witwatersrand virus,NA,Orphan,1,mosquito,braack2018,braack2018
Wobbly possum disease virus,NA,Diprotodontia,NA,NA,NA,NA
Wongabel hapavirus,Wongabel hapavirus,Orphan,1,midge,Babayan2018,Babayan2018
Wongorr virus,Wongorr virus,NA,NA,NA,NA,NA
Woodchuck hepatitis virus,Woodchuck hepatitis virus,Rodent,0,NA,Schaefer2007,NA
Woolly monkey sarcoma virus,Woolly monkey sarcoma virus,NonHumanPrimate,0,NA,Brown2017,NA
Wound tumor virus,NA,Plant,NA,NA,NA,NA
Wuhan fly phasivirus,NA,Insect,NA,NA,NA,NA
Wuhan ledantevirus,NA,Orphan,?,unknown,li2015,li2015
Wutai mosquito phasivirus,NA,Insect,NA,NA,NA,NA
Wyeomyia orthobunyavirus,Wyeomyia orthobunyavirus,Orphan,1,mosquito,Chowdhary2012,Contigiani2017
Xiburema virus,NA,Orphan,1,mosquito,Babayan2018,Babayan2018
Xipapillomavirus 1,Xipapillomavirus 1,Artiodactyl,0,NA,"Knipe2013, Bernard2010",NA
Y73 sarcoma virus,NA,NONE,NA,NA,Knipe2013,NA
Yaba monkey tumor virus,Yaba monkey tumor virus,NonHumanPrimate,0,NA,Wachtman2012,NA
Yakeshi orthohantavirus,NA,Orphan,0,NA,guo2013,NA
Yaounde virus,NA,NA,1,mosquito,NA,smith2017
Yata ephemerovirus,NA,Orphan,?,unknown,blasdell2014,blasdell2014
Yellow fever virus,Yellow fever virus,Human,1,mosquito,Knipe2013,Knipe2013
Yellow fever virus,Yellow fever virus,NonHumanPrimate,1,mosquito,Knipe2013,Knipe2013
Yellowtail ascites virus,NA,Fish,NA,NA,NA,NA
Yichang insect goukovirus,NA,Insect,NA,NA,NA,NA
Yokose virus,Yokose virus,Vespbat,?,unknown,Babayan2018,Babayan2018
Yongjia ledantevirus,NA,Orphan,?,unknown,li2015,li2015
Yug Bogdanovac vesiculovirus,Yug Bogdanovac vesiculovirus,Orphan,1,sandfly,Babayan2018,Babayan2018
Yunnan orbivirus,NA,Orphan,1,mosquito,attoui2009,Attoui2015
Zaire ebolavirus,Zaire ebolavirus,Pterobat,0,NA,Babayan2018,NA
Zegla orthobunyavirus,Zegla orthobunyavirus,Orphan,?,unknown,fraenkelconrat1979,Shapshak2015
Zetapapillomavirus 1,Zetapapillomavirus 1,Perissodactyla,0,NA,"Knipe2013, Bernard2010",NA
Zika virus,Zika virus,Orphan,1,mosquito,Babayan2018,Babayan2018
Zucchini lethal chlorosis orthotospovirus,NA,Plant,NA,NA,NA,NA
